ASVID	Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species	Function	Function_Group	Nutrition	Notes
ASV46	Eukaryota	Alveolata	Ciliophora	Heterotrichea	Heterotrichea_X	Stentoridae	Stentor	Stentor_multiformis	consumers	consumers	omnivore	omnivore
ASV460	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV4600	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA	na	na	na	na
ASV4601	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4602	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	NA	NA	NA	consumers	consumers	omnivore	omnivore
ASV4604	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA	na	na	na	na
ASV4605	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Euplotia	Aspidiscidae	Aspidisca	Aspidisca_fusca	consumers	consumers	omnivore	omnivore
ASV4606	Eukaryota	Amoebozoa	Conosa	NA	NA	NA	NA	NA	consumers	consumers	bacterivore	na
ASV4607	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	NA	NA	NA	NA	na	na	na	na
ASV4608	Eukaryota	Archaeplastida	Chlorophyta	NA	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV461	Eukaryota	Stramenopiles	Ochrophyta	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV4611	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	NA	NA	na	na	na	na
ASV4612	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4614	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV4615	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4616	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4617	Eukaryota	Stramenopiles	Ochrophyta	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV4618	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4619	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV462	Eukaryota	Archaeplastida	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4620	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-E	Lagynion	Lagynion_scherffelii	mixotrophic	phototrophic	mixotrophic	na
ASV4621	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4622	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4624	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV4625	Eukaryota	Amoebozoa	Conosa	NA	NA	NA	NA	NA	consumers	consumers	bacterivore	na
ASV4626	Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Rhabdocoela	Gieysztoria	NA	flatworms	na	na	na
ASV4628	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV4629	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV463	Eukaryota	Opisthokonta	Metazoa	Nematoda	Enoplea	Enoplea_X	Alaimus	Alaimus_sp.	nematodes	na	na	na
ASV4630	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4631	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Prodesmodora	Prodesmodora_sp.	nematodes	na	na	na
ASV4632	Eukaryota	Amoebozoa	Lobosa	Tubulinea	Nolandida	Nolandellidae	Nolandellidae_X	Nolandellidae_X_sp.	consumers	consumers	bacterivore	na
ASV4633	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Eumonhystera	Eumonhystera_sp.	nematodes	na	na	na
ASV4634	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	NA	NA	NA	consumers	consumers	omnivore	omnivore
ASV4635	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Tetracystis	Tetracystis_sarcinalis	phototrophic	phototrophic	phototrophic	na
ASV4636	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Syncystis	Syncystis_mirabilis	animal_parasite	symbionts	animal_parasite	na
ASV4637	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Ethmolaimus	Ethmolaimus_pratensis	nematodes	na	na	na
ASV4638	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV464	Eukaryota	Excavata	Discoba	Heterolobosea	Tetramitia_VI	Tetramitia_VI_X	Tetramitia_VI_1	Tetramitia_VI_1_sp.	consumers	consumers	bacterivore	na
ASV4640	Eukaryota	Amoebozoa	Lobosa	Lobosa_X	Centramoebida	Acanthamoebidae	Acanthamoeba	NA	consumers	consumers	bacterivore	na
ASV4641	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	NA	NA	consumers	consumers	omnivore	omnivore
ASV4642	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Oxnerellidae	Oxnerella	Oxnerella_micra	consumers	consumers	omnivore	na
ASV4643	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	Oxytricha	Oxytricha_granulifera	consumers	consumers	omnivore	omnivore
ASV4644	Eukaryota	Opisthokonta	Metazoa	Tardigrada	Tardigrada_X	Tardigrada_XX	Astatumen	Astatumen_trinacriae	tardigrades	na	na	na
ASV4645	Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_persistens	consumers	consumers	bacterivore	na
ASV4646	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4647	Eukaryota	Excavata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4649	Eukaryota	Amoebozoa	Breviatea	Breviatea_X	Breviatea_XX	Breviata-lineage	NA	NA	consumers	consumers	bacterivore	na
ASV465	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlorococcum	Chlorococcum_sp.	phototrophic	phototrophic	phototrophic	na
ASV4650	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	NA	NA	NA	na	na	na	na
ASV4651	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4652	Eukaryota	Opisthokonta	Fungi	Ascomycota	NA	NA	NA	NA	na	na	na	na
ASV4653	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4655	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4656	Eukaryota	Opisthokonta	Fungi	Ascomycota	NA	NA	NA	NA	na	na	na	na
ASV4657	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-G	Chrysophyceae_Clade-G_X	Chrysophyceae_Clade-G_X_sp.	na	na	na	na
ASV4658	Eukaryota	Amoebozoa	Conosa	Variosea	Variosea_X	WIM1-lineage	WIM1-lineage_X	WIM1-lineage_X_sp.	consumers	consumers	bacterivore	na
ASV4659	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	NA	NA	NA	consumers	consumers	eukaryvore	na
ASV466	Eukaryota	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Adineta	Adineta_vaga	rotifers	na	na	na
ASV4660	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV4661	Eukaryota	Opisthokonta	Metazoa	Arthropoda	NA	NA	NA	NA	na	na	na	na
ASV4662	Eukaryota	Amoebozoa	Conosa	Variosea	ATCC50593-Flamella-WIM80-lineage	Flamella-lineage	NA	NA	consumers	consumers	bacterivore	na
ASV4664	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	NA	NA	NA	consumers	consumers	omnivore	na
ASV4665	Eukaryota	Stramenopiles	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4666	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	NA	NA	na	na	na	na
ASV4667	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4668	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4669	Eukaryota	Opisthokonta	Mesomycetozoa	Nucleariidea	Nucleariida	Nucleariida_X	Nuclearia	NA	consumers	consumers	omnivore	na
ASV4671	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4672	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4673	Eukaryota	Archaeplastida	Streptophyta	Zygnemophyceae	Zygnemophyceae_X	Zygnemophyceae_XX	Spirogyra	Spirogyra_sp.	phototrophic	phototrophic	phototrophic	na
ASV4674	Eukaryota	Opisthokonta	Fungi	Microsporidiomycota	Microsporidiomycotina	Microsporidiomycotina_X	NA	NA	na	na	na	na
ASV4675	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-B2	Oikomonas	Oikomonas_sp.	consumers	consumers	bacterivore	na
ASV4676	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4677	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Spumella	Spumella_sp.	consumers	consumers	bacterivore	na
ASV4678	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4679	Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Catenulida	Stenostomum	Stenostomum_bryophilum	flatworms	na	na	na
ASV4682	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA	na	na	na	na
ASV4683	Eukaryota	Stramenopiles	Ochrophyta	Xanthophyceae	Xanthophyceae_X	Xanthophyceae_XX	Xanthonema	NA	phototrophic	phototrophic	phototrophic	na
ASV4684	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Hymenostomatia	Ophryoglenida	Ophryoglena	Ophryoglena_catenula	animal_parasite	symbionts	animal_parasite	mollusc_parasite
ASV4686	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa	Protaspa_longipes	consumers	consumers	eukaryvore	na
ASV4687	Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea_X	Platyophryida	NA	NA	consumers	consumers	eukaryvore	eukaryvore
ASV4688	Eukaryota	Excavata	Discoba	Kinetoplastea	Prokinetoplastida	Ichthyobodonidae	Ichthyobodonidae_PRO1	Ichthyobodonidae_PRO1_sp.	animal_parasite	symbionts	animal_parasite	fish_parasite
ASV4689	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV469	Eukaryota	Opisthokonta	Metazoa	Tardigrada	Tardigrada_X	Tardigrada_XX	Dactylobiotus	Dactylobiotus_octavi	tardigrades	na	na	na
ASV4690	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV4691	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4692	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4693	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4694	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	NA	NA	NA	na	na	na	na
ASV4695	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	NA	NA	NA	na	na	na	na
ASV4696	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	NA	NA	animal_parasite	symbionts	animal_parasite	na
ASV4697	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	NA	NA	animal_parasite	symbionts	animal_parasite	na
ASV4698	Eukaryota	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	NA	NA	consumers	consumers	eukaryvore	eukaryvore
ASV4699	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	NA	NA	copepods	na	na	na
ASV47	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Ostracoda	Candona	Candona_candida	seed_shrimp	na	na	na
ASV470	Eukaryota	Stramenopiles	Ochrophyta	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Pseudocharaciopsis	Pseudocharaciopsis_ovalis	phototrophic	phototrophic	phototrophic	na
ASV4700	Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	NA	NA	NA	na	na	na	na
ASV4701	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4702	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4703	Eukaryota	Excavata	Discoba	Euglenida	Aphagea	Astasiidae	Astasia	NA	consumers	consumers	osmotrophic	na
ASV4704	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphitremida	Diplophrydaceae	Diplophrys	Diplophrys_sp.	consumers	consumers	bacterivore	na
ASV4705	Eukaryota	Excavata	Discoba	Kinetoplastea	Trypanosomatida	Trypanosomatidae	NA	NA	animal_parasite	symbionts	animal_parasite	insect_parasite
ASV4706	Eukaryota	Archaeplastida	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4707	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV4708	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV471	Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Rhabdocoela	Microdalyellia	NA	flatworms	na	na	na
ASV4710	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4713	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV4715	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4716	Eukaryota	Opisthokonta	Fungi	Microsporidiomycota	Microsporidiomycotina	Microsporidiomycotina_X	NA	NA	na	na	na	na
ASV4717	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4718	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Vaginicolidae	Vaginicola	Vaginicola_crystallina	consumers	consumers	omnivore	omnivore
ASV472	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4720	Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Buellia	NA	na	na	na	na
ASV4722	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV4723	Eukaryota	Amoebozoa	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4724	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	NA	NA	consumers	consumers	bacterivore	na
ASV4725	Eukaryota	Apusozoa	Hilomonadea	Planomonadida	Planomonadidae	Planomonadidae_Group-2	Nutomonas	Nutomonas_longa	consumers	consumers	bacterivore	na
ASV4726	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4727	Eukaryota	Amoebozoa	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4728	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_fuscum	mixotrophic	phototrophic	mixotrophic	na
ASV4729	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-B2	NA	NA	na	na	na	na
ASV473	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Stauroneis	Stauroneis_kriegeri	phototrophic	phototrophic	phototrophic	na
ASV4730	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Peronosporales	Pythium	NA	consumers	consumers	pathogen	na
ASV4731	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Peronosporales	Lagenidium	NA	consumers	consumers	pathogen	na
ASV4732	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4733	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4734	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	NA	NA	na	na	na	na
ASV4735	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Spumella	NA	consumers	consumers	bacterivore	na
ASV4736	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	NA	NA	nematodes	na	na	na
ASV4737	Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Vannellida	Vannellidae	Vannella	NA	consumers	consumers	bacterivore	na
ASV4738	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4739	Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea_X	Platyophryida	Platyophrya	NA	consumers	consumers	eukaryvore	eukaryvore
ASV474	Eukaryota	Stramenopiles	Ochrophyta	NA	NA	NA	NA	NA	na	na	na	na
ASV4741	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Bosmina	Bosmina_longirostris	water_flea	na	na	na
ASV4742	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA	na	na	na	na
ASV4743	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA	na	na	na	na
ASV4744	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonas	NA	phototrophic	phototrophic	phototrophic	na
ASV4746	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Cercomonadidae	NA	NA	na	na	na	na
ASV4747	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Cercomonadidae	Cercomonas	NA	consumers	consumers	omnivore	na
ASV4748	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA	na	na	na	na
ASV4749	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chloromonas	Chloromonas_hohamii	phototrophic	phototrophic	phototrophic	na
ASV475	Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Suctoria	NA	NA	NA	consumers	consumers	eukaryvore	eukaryotic_predators
ASV4750	Eukaryota	Stramenopiles	Ochrophyta	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Nannochloropsis	NA	phototrophic	phototrophic	phototrophic	na
ASV4751	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Gymnopus	Gymnopus_dryophilus	na	na	na	na
ASV4752	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4753	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Eumonhystera	Eumonhystera_sp.	nematodes	na	na	na
ASV4754	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV4755	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	NA	NA	NA	consumers	consumers	omnivore	omnivore
ASV4756	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Eucyclops	Eucyclops_serrulatus	copepods	na	na	na
ASV4757	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV4758	Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	NA	NA	na	na	na	na
ASV4759	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV476	Eukaryota	Stramenopiles	Pseudofungi	Hyphochytriomyceta	Hyphochytrydiales	Hyphochrytriaceae	Hyphochytrium	Hyphochytrium_catenoides	consumers	consumers	osmotrophic	na
ASV4760	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	animal_parasite	symbionts	animal_parasite	na
ASV4761	Eukaryota	Excavata	Discoba	Euglenida	NA	NA	NA	NA	na	na	na	na
ASV4762	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	NA	NA	copepods	na	na	na
ASV4766	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4767	Eukaryota	Opisthokonta	Fungi	Ascomycota	NA	NA	NA	NA	na	na	na	na
ASV4768	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-B2	Chromulina_Clade-B2	Chromulina_nebulosa	mixotrophic	phototrophic	mixotrophic	na
ASV4769	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV477	Eukaryota	Amoebozoa	Lobosa	Discosea-Longamoebia	Thecamoebida	Thecamoebidae	Stenamoeba	Stenamoeba_amazonica	consumers	consumers	bacterivore	na
ASV4770	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	NA	NA	NA	NA	na	na	na	na
ASV4771	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	NA	NA	consumers	consumers	bacterivore	na
ASV4772	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peniculia	NA	NA	NA	consumers	consumers	omnivore	omnivore
ASV4773	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4774	Eukaryota	Opisthokonta	Fungi	Microsporidiomycota	Microsporidiomycotina	Microsporidiomycotina_X	NA	NA	na	na	na	na
ASV4775	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4776	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	NA	NA	NA	NA	consumers	consumers	bacterivore	na
ASV4778	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4779	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV478	Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Rheomorpha	Rheomorpha_neiswestonovae	annelids	na	na	na
ASV4780	Eukaryota	Stramenopiles	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4781	Eukaryota	Archaeplastida	Rhodophyta	Bangiophyceae	Cyanidiales	Cyanidiales_X	Cyanidiales_XX	Cyanidiales_XX_sp.	phototrophic	phototrophic	phototrophic	na
ASV4782	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV4783	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Rhyzophidiales_X	Rhyzophidiales_X_sp.	na	na	na	na
ASV4784	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV4785	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes	Malassezia	Malassezia_globosa	na	na	na	na
ASV4786	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4787	Eukaryota	Excavata	Discoba	Heterolobosea	Tetramitia_VI	Tetramitia_VI_X	NA	NA	consumers	consumers	bacterivore	na
ASV4788	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4789	Eukaryota	Alveolata	Ciliophora	Litostomatea	NA	NA	NA	NA	consumers	consumers	eukaryvore	eukaryvore
ASV479	Eukaryota	Opisthokonta	Metazoa	Gastrotricha	Gastrotricha_X	Gastrotricha_XX	Chaetonotus	Chaetonotus_daphnes	gastrotrich	na	na	na
ASV4790	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4791	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV4792	Eukaryota	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	NA	NA	consumers	consumers	eukaryvore	eukaryvore
ASV4793	Eukaryota	Apusozoa	Hilomonadea	Planomonadida	Planomonadidae	Planomonadidae_X	Rigifila	Rigifila_ramosa	consumers	consumers	bacterivore	na
ASV4794	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Euglenaceae	Trachelomonas	NA	mixotrophic	phototrophic	mixotrophic	na
ASV4795	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV4796	Eukaryota	Stramenopiles	Ochrophyta	NA	NA	NA	NA	NA	na	na	na	na
ASV4797	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV4799	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	NA	NA	na	na	na	na
ASV48	Eukaryota	Archaeplastida	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichales_X	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV480	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_pupula	phototrophic	phototrophic	phototrophic	na
ASV4800	Eukaryota	Amoebozoa	Conosa	Variosea	Variosea_X	Filamoebidae	Filamoeba	Filamoeba_nolandi	consumers	consumers	bacterivore	na
ASV4801	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV4802	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV4803	Eukaryota	Alveolata	Ciliophora	Litostomatea	Haptoria_5	Pleurostomatida	Hemiophrys	Hemiophrys_macrostoma	consumers	consumers	eukaryvore	eukaryvore
